ID,Species,Owner,Country.of.Origin,Company,Region,Producer,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Color,altitude_low_meters,altitude_high_meters,altitude_mean_meters
810,Arabica,nucoffee,Brazil,nucoffee,south of minas,Vander Bonaccorsi,2012,"June 4th, 2012",NUCOFFEE,Mundo Novo,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.42,82,0.12,Green,1000,1000,1000
811,Arabica,nucoffee,Brazil,nucoffee,cerrado,NA,2012,"April 11th, 2012",NUCOFFEE,Catuai,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82,0.11,Blue-Green,1050,1050,1050
812,Arabica,juan luis alvarado romero,Guatemala,"elfasa, s.a.",san marcos,PAUL STAUDER,2012,"March 26th, 2012",Juan Luis Alvarado Romero,Bourbon,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,10.0,7.17,82,0.11,Green,-1,-1,-1
813,Arabica,nucoffee,Brazil,nucoffee,south of minas,Maria da Gloria Junqueira,2012,"February 17th, 2012",NUCOFFEE,Mundo Novo,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.33,82,0.12,Green,950,950,950
814,Arabica,felipe isaza,Guatemala,coffee resources inc.,oriente,Conquista/Morito,2012,"February 1st, 2012",Felipe Isaza,Bourbon,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10.0,10.0,9.33,7.42,82,0,Green,427,427,427
815,Arabica,racafe & cia s.c.a,Colombia,NA,huila,"Grupo Monserrate, La Plata",NA,"July 29th, 2011",Racafe & Cia S.C.A,Caturra,,7.33,7,7.08,7.42,7.5,7.67,10.0,10.0,10.0,8,82,0.07,NA,1600,1950,1775
816,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",oriente,"AGRICOLA EL PILAR, S.A.",2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,7.58,81.92,0.1,Green,1901,1901,1901
817,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",santa rosa,OTTO BECKER,2017,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,7.42,81.92,0.11,Green,372,372,372
818,Arabica,bismarck castro,Honduras,cigrah s.a de c.v,comayagua,Reinerio Zepeda,2017,"June 1st, 2017",Bismarck Castro,Caturra,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.33,81.92,0.12,Green,1400,1400,1400
819,Arabica,gabriel barbara,Brazil,volcafe ltda.,monte carmelo,NA,2016,"October 26th, 2016",Gabriel Barbara,Catuai,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,10.0,7.5,81.92,0.11,Green,1020,1020,1020
820,Arabica,NA,El Salvador,NA,"el balsamo, quezaltepec","Comercial Exportadora, S.A. de C.V.",2014,"May 5th, 2015",NA,Bourbon,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,7.33,81.92,0.11,Green,1250,1250,1250
821,Arabica,juan luis alvarado romero,Guatemala,NA,nuevo oriente,OVIDIO CARDONA,2015,"April 20th, 2015",Juan Luis Alvarado Romero,Catuai,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,7.25,81.92,0.11,Green,1300,1800,1550
822,Arabica,mcomafa co ltd,Tanzania,mcomafa co. ltd,mbeya,Mcomafa,2014,"January 6th, 2015",Mcomafa Co Ltd,NA,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,7.42,81.92,0.12,Green,1877,1877,1877
823,Arabica,chris finch,Nicaragua,volcafe specialty coffee,NA,NA,2013,"July 29th, 2014",Chris Finch,NA,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10.0,10.0,10.0,7.33,81.92,0.12,Green,-1,-1,-1
824,Arabica,lusso lab,Zambia,lusso coffee lab,mubuyu estate,NA,2014,"June 20th, 2014",LUSSO LAB,SL28,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10.0,10.0,10.0,7.25,81.92,0,NA,1000,1500,1250
825,Arabica,rob tuttle,Honduras,thrive farmers,NA,NA,2012,"January 17th, 2014",Rob Tuttle,NA,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.42,81.92,0.11,Green,-1,-1,-1
826,Arabica,cqi taiwan icp cqi,Taiwan,blossom valley,taichung xinshe ??????,Chen gui jiao,2012,"December 26th, 2013",CQI Taiwan ICP CQI,Typica,Other,7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,10.0,7.25,81.92,0.11,Green,1000,1000,1000
827,Arabica,calixto guillen vazquez,Mexico,"finca triunfo verde, s.c.",chiapas,VARIOS PRODUCTORES,2013,"March 29th, 2013",CALIXTO GUILLEN VAZQUEZ,Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,10.0,7.25,81.92,0.12,Green,1300,1300,1300
828,Arabica,saul m. hernandez ramirez,Mexico,NA,"chapulhuacan, hidalgo","PONCE RUBIO, VENANCIO",2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,10.0,7.42,81.92,0.13,None,981,981,981
829,Arabica,saul m. hernandez ramirez,Mexico,NA,"huazalingo, hidalgo","FRANCISCO SAENZ, FERNANDO",2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Mundo Novo,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.58,81.92,0.14,None,690,690,690
830,Arabica,juan hermilio sampieri carcamo,Mexico,NA,veracruz,JUAN HERMILIO SAMPIERI CARCAMO,2012,"July 11th, 2012",JUAN HERMILIO SAMPIERI CARCAMO,NA,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,10.0,7.5,81.92,0.12,Green,1650,1650,1650
831,Arabica,modesto landeros flores,Mexico,NA,fortÃ­n de las flores,MODESTO LANDEROS FLORES,2012,"July 11th, 2012",MODESTO LANDEROS FLORES,Bourbon,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,10.0,7.33,81.92,0.12,Green,1000,1000,1000
832,Arabica,nucoffee,Brazil,nucoffee,grama valley,Fioravante Malagutti,2012,"February 29th, 2012",NUCOFFEE,Mundo Novo,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,10.0,7.33,81.92,0.12,Green,1100,1100,1100
833,Arabica,exportadora de cafe condor s.a,Colombia,NA,cundinamarca,NA,NA,"February 1st, 2011",Exportadora de Cafe Condor S.A,NA,,7.67,7.33,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.92,0.09,NA,1600,1600,1600
834,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",oriente,JESUS RAMIREZ,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.42,81.83,0.1,Green,48,48,48
835,Arabica,troy quimby,Costa Rica,bold coast coffee,tarrazu,Manuel Montero,2016,"February 13th, 2017",Troy Quimby,Catuai,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,7.33,81.83,0,Green,1900,1900,1900
836,Arabica,gabriel barbara,Brazil,volcafe ltda.,monte carmelo,Helena Pingnatti Ricci,2016,"January 20th, 2017",Gabriel Barbara,Mundo Novo,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.33,81.83,0.11,Green,973,973,973
837,Arabica,aulia arif syahri,Indonesia,pt. olam indonesia,bali,MUDAR,2015,"January 19th, 2017",Aulia Arif Syahri,NA,Other,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,5.17,81.83,0.11,Green,1250,1250,1250
838,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",norte,CHAPULTEPEC,2015,"August 2nd, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,7.17,81.83,0.1,Green,3280,3280,3280
839,Arabica,ipanema coffees,Brazil,ipanema coffees,south of minas,NA,2015,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,10.0,7.75,81.83,0,Green,1,1,1
840,Arabica,ipanema coffees,Brazil,ipanema coffees,south of minas,NA,2015,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.58,7,6.92,6.92,7.67,7.5,10.0,10.0,10.0,8.25,81.83,0,Green,1,1,1
841,Arabica,u mg mg,Myanmar,NA,ywar ngan,U Mg Mg,2015,"July 17th, 2015",U Mg Mg,Catuai,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,7.33,81.83,0,Green,4001,4001,4001
842,Arabica,viridiana,Mexico,agroindustrias unidas de mexico sa de cv,chiapas,MARTINIANO A. MORENO ALVARADO,2015,"June 25th, 2015",VIRIDIANA,Catuai,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,10.0,7.42,81.83,0.11,Green,1350,1500,1425
843,Arabica,cadexsa,Honduras,cadexsa,marcala,JOSE OMAR ACOSTA,2015,"May 12th, 2015",CADEXSA,Catuai,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,7.33,81.83,0.12,Green,1400,1400,1400
844,Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,"cafetalera internacional cafinter, s.a.",tres rios,JOSE FRANCISCO GONZALEZ,2015,"May 7th, 2015","CAFETALERA INTERNACIONAL CAFINTER, S.A.",Caturra,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,7.42,81.83,0.09,Green,1200,1400,1300
845,Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,"dongshan dist., tainan city ??????",LIN SIN JI,2014,"April 30th, 2015","Lin, Che-Hao Krude",Typica,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,7.33,81.83,0,Green,700,700,700
846,Arabica,essencecoffee,Indonesia,essence coffee,lington nihuta,NA,2014,"March 21st, 2015",EssenceCoffee,Typica,Other,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.83,0.11,None,1300,1300,1300
847,Arabica,afca,Malawi,mzuzu coffee planters coop union,kakoma,Mzuzu Coffee Coop Union,2014,"October 31st, 2014",AFCA,Gesha,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.42,81.83,0.13,Green,1556,1556,1556
848,Arabica,ipanema coffees,Brazil,ipanema coffees,south of minas,NA,2014,"October 15th, 2014",Ipanema Coffees,Bourbon,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,7.33,81.83,0.11,Green,1100,1100,1100
849,Arabica,NA,Honduras,cigrah,comayagua,NA,2014,"May 16th, 2014",NA,Caturra,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.5,81.83,0.1,Green,1350,1350,1350
850,Arabica,kurt kappeli,Mexico,globus coffee,"siltepec el triunfo, chiapas, mexico",various small producers,2014,"April 26th, 2014",Kurt Kappeli,Typica,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.5,81.83,0.11,Green,1550,1550,1550
851,Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,huila,LA PLATA,2013,"July 19th, 2013",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.5,7.5,7,7.42,7.5,7.58,10.0,10.0,10.0,7.33,81.83,0,Bluish-Green,1600,1950,1775
852,Arabica,kona pacific farmers cooperative,United States,kona pacific farmers cooperative,kona,NA,2012,"March 6th, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.83,7.83,7.83,8,7.83,7.83,10.0,6.67,10.0,8,81.83,0,Bluish-Green,-1,-1,-1
853,Arabica,jacques pereira carneiro,Brazil,NA,sul de minas,NAZARETH DIAS PEREIRA,2012,"March 2nd, 2013",Jacques Pereira Carneiro,Bourbon,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,0.12,Bluish-Green,1250,1250,1250
854,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",oriente,LUIS RODRIGUEZ,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,7.5,81.83,0.11,Green,399,399,399
855,Arabica,christina dusing,Mexico,NA,veracruz,MARIA MAGDALENA LUETHJE Y GRIS,2012,"August 31st, 2012",CHRISTINA DUSING,Bourbon,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,10.0,7.25,81.83,0.12,Green,1500,1500,1500
856,Arabica,jorge francisco martinez hachity,Mexico,NA,coatepec,JORGE FRANCISCO MARTINEZ HACHITY,2012,"July 11th, 2012",JORGE FRANCISCO MARTINEZ HACHITY,Typica,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,10.0,7.42,81.83,0.12,Green,1250,1250,1250
857,Arabica,nucoffee,Brazil,NA,cerrado,Marilsa de Fatima Peternela,2011,"October 28th, 2011",NUCOFFEE,Mundo Novo,,7.33,7.67,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.33,81.83,0.02,NA,900,950,925
858,Arabica,exportadora de cafe condor s.a,Colombia,NA,huila,NA,NA,"June 14th, 2011",Exportadora de Cafe Condor S.A,NA,,7.58,7.5,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.83,0.05,NA,1600,1800,1700
859,Arabica,kona pacific farmers cooperative,United States,NA,kona,NA,NA,"May 24th, 2010",Kona Pacific Farmers Cooperative,NA,,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10.0,7.33,81.83,0.02,NA,-1,-1,-1
860,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",san marcos,ANGEL DE LEON,2017,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,81.75,0.11,Green,1700,1700,1700
861,Arabica,"sunvirtue co., ltd.",Vietnam,"sunvirtue co., ltd.",vietnam,Richard Yeh,2014,"December 21st, 2015","Sunvirtue Co., Ltd.",Caturra,Washed / Wet,7,7.08,7.33,7.5,7.5,7.33,10.0,10.0,10.0,8,81.75,0.12,Bluish-Green,1040,1040,1040
862,Arabica,ngorogoro convenant estate,Tanzania,ngorogoro convenant estate,ngorogoro,Ngorogoro Convenant Estate,2014,"January 8th, 2015",Ngorogoro Convenant Estate,NA,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,81.75,0.12,Bluish-Green,1500,1700,1600
863,Arabica,cafe politico,Brazil,cafe politico,NA,NA,2013,"August 25th, 2014",Cafe Politico,NA,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10.0,10.0,10.0,7.25,81.75,0.1,Bluish-Green,-1,-1,-1
864,Arabica,saul m. hernandez ramirez,Mexico,NA,"tenango de doria, hidalgo","PEREZ LEMUS, FELIX",2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Bourbon,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10.0,10.0,10.0,7.5,81.75,0.13,None,774,774,774
865,Arabica,sergio landa alarcon,Mexico,NA,tepictla,SERGIO LANDA ALARCON,2012,"September 10th, 2012",SERGIO LANDA ALARCON,Mundo Novo,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.25,81.75,0.13,Green,1250,1250,1250
866,Arabica,diego manuel woolrich ramirez,Mexico,NA,oaxaca,"CENEN TORRES CORTES, AVELINO TORES CORTES, JUAN VENTURA GUZMAN",2012,"September 4th, 2012",DIEGO MANUEL WOOLRICH RAMIREZ,Typica,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.25,81.75,0.11,Green,1100,1100,1100
867,Arabica,armando luis pohlenz martinez,Mexico,beneficio custepec s.a. de c.v.,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,2012,"August 30th, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,10.0,7.33,81.75,0.12,Green,1550,1550,1550
868,Arabica,enrique eduardo lopez aguilar,Mexico,finca las nubes,la concordia,GRACIELA AGUILAR PERALTA,2012,"June 6th, 2012",Enrique Eduardo Lopez Aguilar,Typica,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10.0,10.0,10.0,7.33,81.75,0.12,NA,1650,1650,1650
869,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,huila,NA,2011,"December 22nd, 2011",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.17,81.75,0,Green,1750,1750,1750
870,Arabica,racafe & cia s.c.a,Colombia,NA,huila,La Plata,NA,"October 4th, 2011",Racafe & Cia S.C.A,NA,,7.42,7.58,6.92,7.08,7.25,8.0,10.0,10.0,10.0,7.5,81.75,0.08,NA,1600,1950,1775
871,Arabica,ipanema coffees,Brazil,ipanema coffees,south of minas,Ipanema Agricola S.A,2017,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.25,81.67,0.11,Green,890,890,890
872,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",san marcos,ANGEL DE LEON,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,10.0,7.58,81.67,0.1,Green,1700,1700,1700
873,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",santa rosa,JESUS RAMIREZ,2017,"June 5th, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.33,81.67,0.12,Green,372,372,372
874,Arabica,cadexsa,Honduras,cadexsa,marcala,JOSE OMAR ACOSTA,2016,"May 2nd, 2016",CADEXSA,Catuai,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,81.67,0.11,Blue-Green,1450,1450,1450
875,Arabica,taylor winch (coffee) ltd.,Tanzania,volcafe/taylorwinch tanzania ltd,mbinga,Ngima Amcos,2016,"April 27th, 2016",Taylor Winch (Coffee) Ltd.,NA,,7.17,7.33,7.33,7.42,7.5,7.33,10.0,10.0,10.0,7.58,81.67,0,Green,1800,1800,1800
876,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,"comercial internacional exportadora, s.a.",jinotega,Rolando Lacayo Cardenal,NA,"March 11th, 2016","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",NA,,7.58,7.5,7.25,7.25,7.5,7.25,10.0,10.0,10.0,7.33,81.67,0.1,Green,-1,-1,-1
877,Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,la plata,NA,2016,"January 21st, 2016",Racafe & Cia S.C.A,NA,,7.75,7.75,7.75,7.67,5.25,7.83,10.0,10.0,10.0,7.67,81.67,0,NA,-1,-1,-1
878,Arabica,ipanema coffees,Brazil,ipanema coffees,south of minas,NA,2015,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10.0,10.0,10.0,7.25,81.67,0,Green,1,1,1
879,Arabica,dae ltd company,Tanzania,dae ltd company,mbinga,DAE Ltd,2014,"January 2nd, 2015",DAE Ltd Company,NA,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,7.33,81.67,0.12,Green,1200,1800,1500
880,Arabica,tembo coffee company ltd,Tanzania,tembo coffee company ltd,"ilomba vilage, mbozi",Tembo Coffee Company Ltd,2013,"December 15th, 2014",Tembo Coffee Company Ltd,NA,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,7.5,81.67,0.12,Green,1700,1700,1700
881,Arabica,ipanema coffees,Brazil,ipanema coffees,south of minas,NA,2014,"October 16th, 2014",Ipanema Coffees,Bourbon,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.33,81.67,0.1,Green,1260,1260,1260
882,Arabica,chris finch,Indonesia,volcafe specialty coffee,bener meriah,NA,2013,"May 23rd, 2014",Chris Finch,Sumatra,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10.0,10.0,10.0,7.58,81.67,0.11,Bluish-Green,-1,-1,-1
883,Arabica,NA,Honduras,cigrah,comayagua,NA,2014,"May 16th, 2014",NA,Caturra,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,10.0,7.5,81.67,0.1,Green,1400,1400,1400
884,Arabica,"ceca, s.a.",Costa Rica,"ceca,s.a.",tarrazu,Martin Gutierrez,2013,"April 26th, 2014","CECA, S.A.",Caturra,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,10.0,8.08,81.67,0.11,Green,1850,1850,1850
885,Arabica,dane loraas,Mexico,sustainable harvest,veracruz,Huatusco,2014,"April 2nd, 2014",Dane Loraas,NA,Washed / Wet,7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10.0,7.42,81.67,0,Green,-1,-1,-1
886,Arabica,cqi taiwan icp cqi,Taiwan,blossom valley,changhua baguashan ??????,Zhang ming fu,2013,"December 26th, 2013",CQI Taiwan ICP CQI,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10.0,10.0,10.0,7.25,81.67,0.11,Green,150,150,150
887,Arabica,cqi taiwan icp cqi,Taiwan,blossom valley,nantou,Wu cai jin,2013,"December 26th, 2013",CQI Taiwan ICP CQI,Typica,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10.0,10.0,10.0,7.25,81.67,0.11,Green,750,750,750
888,Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz spr de ri,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,2013,"March 29th, 2013",FREDY GORDILLO REYES,Typica,Washed / Wet,7.5,7.42,7.08,7.58,7.33,7.33,10.0,10.0,10.0,7.42,81.67,0.12,Green,1400,1400,1400
889,Arabica,juan luis alvarado romero,Guatemala,finca el morito,jalapa,"CAFE MOLINO MONTERROSO P,J. ROBERTO",2012,"October 5th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.17,81.67,0.11,Green,511,557,534
890,Arabica,virginia gordillo gordillo,Mexico,"productora agricola y ganadera finca la suiza, s.p.r. de r.l. de c.v.",tuxtla gutierrez,PRODUCTORA AGRICOLA Y GANADERA FINCA LA SUIZA,2012,"September 11th, 2012",VIRGINIA GORDILLO GORDILLO,Typica,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10.0,10.0,7.58,81.67,0.13,Green,1650,1650,1650
891,Arabica,jose luis munoz guerrero,Mexico,NA,yajalon,MAYA BINIK,2012,"August 30th, 2012",JOSE LUIS MUNOZ GUERRERO,Bourbon,Washed / Wet,7.67,7.25,7.17,7.75,7.5,7.25,10.0,10.0,10.0,7.08,81.67,0.11,Green,1400,1400,1400
892,Arabica,christina dusing,Mexico,NA,veracruz,CESAR SANTIZ LOPEZ,2012,"July 27th, 2012",CHRISTINA DUSING,Bourbon,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.17,81.67,0.11,Green,1200,1200,1200
893,Arabica,alfredo bojalil,Mexico,ecomtrading,"la concordia, chiapas",OCTAVIO MOGUEL FARRERA,2012,"April 2nd, 2012",ALFREDO BOJALIL,Bourbon,Washed / Wet,7.58,7.42,7.25,7.58,7.25,7.17,10.0,10.0,10.0,7.42,81.67,0.11,Green,1400,1400,1400
894,Arabica,miguel cortes moreno,Mexico,"estrategias constructivas corzu, s.a. de c.v.","sacÃºn palma, municipio de chilÃ³n, chiapas",NA,2012,"February 29th, 2012",MIGUEL CORTES MORENO,Caturra,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10.0,10.0,7.67,81.67,0.11,Green,940,940,940
895,Arabica,kona pacific farmers cooperative,United States,cqi,kona,NA,2012,"February 8th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10.0,10.0,10.0,7.25,81.67,0.1,Green,-1,-1,-1
896,Arabica,mdh,Honduras,molinos de honduras,western region,Cafes Finos de Corquin,2018,"January 19th, 2018",MDH,Catimor,Washed / Wet,7.5,7.42,7.08,7.42,7.5,7.33,10.0,10.0,10.0,7.33,81.58,0.11,Blue-Green,1200,1200,1200
897,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",huehuetenango,"AGRICOLA EL PILAR, SA.",2017,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,10.0,7.42,81.58,0.12,Green,190164,190164,190164
898,Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,natou county,Su Jin Kuan,2016,"July 15th, 2016","Lin, Che-Hao Krude",Typica,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,10.0,7.25,81.58,0.1,Blue-Green,800,800,800
899,Arabica,"ceca, s.a.",Costa Rica,"ceca,s.a.",turrialba,Cafetalera Aquiares,2015,"February 3rd, 2015","CECA, S.A.",Caturra,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10.0,10.0,10.0,7.25,81.58,0.12,Green,13,13,13
900,Arabica,acacia hills ltd,Tanzania,acacia hills ltd,"oldeani , mongola",Acacia Hills Ltd,2014,"December 18th, 2014",Acacia Hills Ltd,NA,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,7.25,81.58,0.12,Green,1800,1800,1800
901,Arabica,afca,Malawi,mzuzu coffee planters coop union,mzuzu,Mzuzu Coffee Coop Union,2014,"October 31st, 2014",AFCA,Gesha,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.58,0.13,Green,1100,1100,1100
902,Arabica,"lin, che-hao krude",Taiwan,"red on tree co., ltd.",natou county,CHIU WEI LUN,2014,"August 25th, 2014","Lin, Che-Hao Krude",Typica,Semi-washed / Semi-pulped,7.33,7.17,7.08,7.08,8.33,8.25,10.0,10.0,9.33,7,81.58,0,NA,850,850,850
